78,019-Balkanlar,453,568,848893903,4391,0
79,031+-,494,394,5466196,10173,0
80,011+57.alay,469,517,5540643,10123,0
81,%5B2.9%5D,465,511,4897763,8256,0
82,038,463,519,1503134,5792,0
83,Kargulu017-S%C3%9C,469,509,848901165,2255,0
84,MAE.008,484,518,5562777,7625,0
85,003,467,405,1710397,10471,0
86,C%C4%B0N,452,403,217003,12130,0
87,Denizhan+K%C3%B6y%C3%BC,454,407,135468,10541,0
88,018,502,483,848900943,9925,0
89,2.+Lanternflay,455,418,1196735,10471,0
90,008+-+GAVOLTRAN,421,436,5556682,9995,0
91,DEEP+PURPLE,599,540,5112599,9764,0
92,DoodleezZ+0035,516,507,4835843,9696,0
93,006,504,498,5334738,9624,0
94,002.,421,443,1652740,6643,0
95,007.Aga55,441,406,9495,10136,0
97,030,416,546,5570297,9265,0
98,b%C3%BCy%C3%BCcek+abisi,413,441,14355,1648,0
99,%7C039%7C+Konuralp,453,400,4843087,1472,0
100,%5BKargrulu%5D+XavioN+O-3,498,490,848900833,8440,0
101,DEN%C4%B0Z-001,492,481,4877465,9952,0
102,003+Aenima,463,413,5480311,10287,0
103,016,410,436,5494832,9822,0
104,048,467,532,5218323,7174,0
105,002,517,588,5513207,3769,0
106,xx007_DeReLi,575,457,5456108,10500,0
107,0027+-+Radament,498,461,5521345,7945,0
108,%3A%29%29Ahanda+Geldik,462,483,5465742,5872,0
110,Eusebio,438,487,5036272,9143,0
111,%23Haci_Online_62_1,496,466,5279007,2974,0
112,018,445,500,5283117,8907,0
113,SS-009,506,461,5347262,1935,0
114,012+-+Epsilon+-+Gate,492,460,5480361,5835,0
115,O.o+fiomontana+o.O,498,444,89410,10377,0
116,013,494,458,5065375,10445,0
117,225,490,465,5358331,9811,0
118,228,489,467,5358331,9404,0
119,STALKERFRONT%C4%B0ER06,500,472,5328608,3349,0
120,Husus,491,460,4877465,8306,0
121,001,612,475,11648,10040,0
122,007.Mr.Bey,607,471,23729,10452,0
123,vocal+k%C3%B6y%C3%BC,609,473,5170007,7105,0
124,mimarsinann+k%C3%B6y%C3%BC,600,474,4856760,8661,0
125,Ali+BaBa,611,465,5197566,8310,0
126,001,605,472,1602002,10287,0
127,006.Mr.Bey,603,462,23729,10471,0
128,dumangastorms+k%C3%B6y%C3%BC,609,472,1740880,9630,0
130,u+toch+my+tralala,544,511,5302589,3309,0
131,010+Azalin,610,477,1602002,9720,0
132,VILK,605,473,5268708,10341,0
133,%7C001%7C+KUMANDA+ODASI,587,510,5406481,7397,0
134,%28000%29+GAREZ,601,469,5440812,9718,0
135,022.Mr.Bey,611,467,23729,9693,0
138,A%28%C3%A7ayc%C4%B1%29001%2A,610,473,5531275,8624,0
139,029,603,473,1602002,10213,0
140,A001-Raikou,594,474,5551127,10118,0
141,B%C3%BCc%C3%BCrcad%C4%B1+2,502,536,848887107,11935,0
142,13+-+Akdeniz+-+Sicilya+R.A.M.,492,613,5551416,8575,0
143,012+-+kingofheaven%2A%2A%2A,504,532,1799950,9452,0
144,026,494,533,5510873,7172,0
145,017,493,544,5142048,9632,0
146,%5B002%5D-,484,403,5548253,12130,0
147,Fenerbah%C3%A7e,515,534,5433442,3936,0
148,B+U+L+U+T+22,486,398,13065,12130,0
149,%23AD-G-001,484,396,5404768,10471,0
150,43.89.16,396,481,4839829,9995,0
151,Galaxy,395,481,1518218,10287,0
152,A002,402,484,5423082,11297,0
153,107+UzumakiNaruto,508,558,5555065,9221,0
154,sessizask,407,482,5006560,10428,0
155,sessizask,405,483,5006560,10471,0
156,sessizask,407,483,5006560,10471,0
157,ronis,405,491,5057480,10197,0
158,0003,399,480,5145439,10471,0
159,darkrebel2,454,522,848899228,8478,0
160,-029-,598,454,5449655,10322,0
161,0005,398,483,1666504,10212,0
162,Hephon,561,524,1746635,8579,0
163,Ye%C5%9Fil+Adam02+k%C3%B6y%C3%BC,515,517,5571797,9285,0
164,004+Barbar+k%C3%B6y%C3%BC,524,508,4770459,9974,0
165,%2A000,500,414,4845971,8334,0
166,42.72.21,498,507,1782633,10454,0
168,%5B002%5DLosGalacticos,391,476,4914727,10000,0
169,ejderha3-1,574,437,4931687,10763,0
170,016,559,461,4791784,6033,0
171,%C5%9EEVO+01,562,457,5378272,10136,0
172,007-ALAMUT+KALES%C4%B0,524,518,5330607,6023,0
173,yunusemre007%40.,567,451,4854547,12130,0
174,%7C+046+%7C,557,455,5182772,10471,0
175,%5B009%5DSa%C4%9F+%C3%9Cst+S%C4%B1n%C4%B1r,548,468,3303,10471,0
176,Dostlar+Sa%C4%9Folsun,550,473,848898421,10947,0
177,014,552,480,5471625,10092,0
178,%5B011%5DSa%C4%9F+%C3%9Cst+S%C4%B1n%C4%B1r,556,463,3303,10228,0
179,AVRES+109,562,466,1117649,10471,0
180,%2A%2A18,597,477,5202292,10019,0
181,0020,555,463,5236059,10136,0
182,%7E033%7Egl,563,439,1733098,10268,0
183,A0019,565,468,5539931,9667,0
184,002+Heimdall,465,403,5103009,10228,0
185,002,563,456,5555969,9436,0
187,%5B2%5D+Destiny,514,527,848890317,8604,0
188,Hephon,561,468,5096379,10471,0
189,%7E%7E%C4%B0bn-i+Sina%7E%7E,584,462,5569808,8917,0
190,S+T+A+L+K+E+R,560,469,1199680,10471,0
191,011,563,461,5555969,9569,0
192,DoodleezZ+0037,555,461,4835843,8848,0
193,009%7EMehmet+KARAHANLI,572,486,1598568,9650,0
194,SOL+KANAT,563,468,5456008,10947,0
195,%7C034%7C+Reuzi,532,435,4843087,9973,0
196,Noko,553,463,1130552,8209,0
197,Hoover,546,465,1130552,7097,0
198,0021,551,471,4974309,10396,0
199,002,525,539,4991103,10947,0
200,Aliya+%C4%B0zzet+007,583,451,1438200,10947,0
201,006-ALT%2BORTA,587,460,170161,10287,0
202,0003,584,442,5243991,9569,0
203,005,463,479,5416535,6585,0
204,015+Yaln%C4%B1z+o+ye%C5%9Fil+g%C3%B6zlerinin,554,466,5283520,11106,0
205,020.Mr.Bey,601,461,23729,10098,0
206,A0020,572,471,5539931,9759,0
207,R+U+Z+N+A+R+K,559,468,5237412,9647,0
208,0014,461,512,1666504,10223,0
209,0022,560,465,4974309,10163,0
210,xx024_S%C3%BCP%C3%BCRGeLiK,577,462,5456108,10287,0
211,007+hooy,561,462,4791784,9072,0
212,Atakan6666,556,469,5237412,9337,0
213,0032,462,508,1666504,10069,0
214,01STALKER,553,472,1117649,9995,0
215,Barbar+k%C3%B6y%C3%BC,608,493,1202660,10162,0
216,020+kardanAdam,554,473,4804473,11106,0
217,031,577,468,5291344,10136,0
220,100,585,459,5004583,9641,0
221,Erbaa+13,555,479,5300334,10377,0
222,Konfory,556,472,5237412,10947,0
223,003,546,398,4840261,9981,0
224,%7C+018+%7C+-,557,480,1076847,10471,0
225,003,572,468,5291344,11106,0
226,027%7E+F%C4%B1rt%C4%B1nada+a%C4%9Fa%C3%A7lar,564,478,1598568,10318,0
227,H%C3%BCrkannn+00,433,591,31869,10947,0
228,001+-+BiceryDoveryyy,443,587,1388080,9113,0
229,003-+BLACK,449,580,5560491,7537,0
230,006,434,589,750551,10016,0
231,Treea+Pethya,451,532,5533496,6429,0
232,K%C3%B6t%C3%BCKedi%5B001%5D,453,587,1632059,10471,0
233,009,438,592,4912383,9938,0
234,%5B01%5D+Erenjim,438,591,1709506,10000,0
235,%2AASLAN+%C4%B0%C3%87%C4%B0N+K%C3%9CKREME+VAKT%C4%B0,436,591,1716772,8040,0
236,mendo23+k%C3%B6y%C3%BC,431,594,5079407,9678,0
237,BaBaCaN,436,592,1740161,12130,0
238,bug%C3%BCn+saat+21%3A16%3A30%3A900,440,596,1054646,8995,0
239,013,524,467,5363254,7346,0
240,003+-+Zazamontana,447,580,5545621,7195,0
241,%2A%2A%2A%2AKRAL+LV+TK4%2A%2A%2A,435,585,5530340,9995,0
242,CA+%23+0001+Erenjim,444,603,1054646,9782,0
243,001,444,585,5003811,10200,0
244,0005-ER%C4%B0N%C4%B0ZM,437,585,5448537,8146,0
245,U004,432,584,5278052,8249,0
246,%2Aonureren26,456,597,1716772,7267,0
247,X111,433,593,5124278,9642,0
248,001_Egos312,428,590,5179501,10249,0
249,001,435,590,750551,10239,0
250,%5B01%5DMistwalkers,442,594,5179522,10000,0
251,001,443,596,5241054,8416,0
253,12atmaca08,454,603,5540969,9684,0
254,K074-ArtikHicbirimizRahatDegil-L,445,583,5555684,5774,0
255,009+LOST+IMPERIAL,441,587,5195893,8320,0
256,%7C02%7C+Minas+Tirith,434,552,848891522,9794,0
257,000001______The+End+s+BeginningX,449,588,5421958,10168,0
258,ASLAN+%C4%B0%C3%87%C4%B0N+K%C3%9CKREME+VAKT%C4%B0,444,600,5426692,9804,0
259,Anta,508,566,4918164,10059,0
260,03%3A04%3A54%3A538,446,598,5426692,9218,0
261,014+kayboluyorken+nazar%C4%B1mdan%2C,510,449,5283520,9410,0
262,0007-LPAUSE,441,598,5448537,9408,0
263,1111,442,589,5487241,7092,0
264,222+l,440,583,5194524,8395,0
265,000007______Sephiroth+X,444,598,5421958,10172,0
266,M1-6,539,489,5554982,10471,0
267,004_Erenjim,428,591,5179501,10521,0
268,001,440,589,5487241,9901,0
269,001,438,596,5540750,9362,0
270,07%C3%87av,437,591,5540969,9871,0
271,001+-+LOFA,448,601,5542424,9646,0
272,01-Stanczyk,440,593,5543311,8765,0
273,CESET,438,593,5543558,10520,0
274,555+l,436,587,5194524,9374,0
275,Gladiator,501,435,5249244,9319,0
276,Jeans+K%C3%B6y,442,596,5555146,9009,0
277,kargin3,493,559,5537458,1159,0
278,007,436,595,5404814,9978,0
279,KorelK+%5B1%5D,446,596,5563819,10059,0
280,Jeans+K%C3%B6y+2,440,592,5555146,9942,0
281,N+%23+0001+Nihceolas%C4%B1,441,590,1054646,9737,0
282,%5B1%5D+S.Mutans,442,599,848896557,10535,0
283,Darkrebell6,459,518,848899228,2369,0
284,001,439,594,848900320,8274,0
285,%5B010%5D+mcdilsiz,533,450,5358921,8934,0
286,kayzeer,424,573,24,8549,0
287,SegoBaa,421,563,5527044,7581,0
288,TOZUDUMANAKATAR,418,567,43994,10159,0
289,sessizask,423,552,5006560,10471,0
290,Roach+015,416,563,1741748,9248,0
291,burgaz45,526,545,5021690,10249,0
292,VEFA+AFFETMEZ%21%21%21,416,547,987792,9053,0
293,%2A%2A%2Axaxaxax%2A%2A%2A,411,569,5570297,9938,0
294,%21%21%21_001_%21%21%21,394,515,4779884,9995,0
295,008+-+Delta+-+Juggernaut,486,460,5480361,2967,0
296,000,419,553,5386028,8957,0
297,019+Religion,486,447,5379073,5961,0
298,xClarity,416,569,1728644,11526,0
299,0057,428,553,1666504,10454,0
300,Galaxy,432,472,1623663,10024,0
301,002,416,555,5342398,10429,0
302,36_STALKER%2B,505,445,1487719,6339,0
303,020,418,557,5570297,10798,0
304,C+0025,435,554,5196506,7611,0
305,Devran7221,423,576,5556193,12130,0
306,001+sessizask,420,548,848905094,9858,0
307,HASTASIYIZ+DEDE,417,568,43994,10633,0
308,%2A%2A014%2A%2A,420,570,5570297,10196,0
309,Berkeeren,425,575,5556193,12130,0
310,X+x+X,420,577,5404405,10241,0
311,TheEnd+005,424,574,848890868,10612,0
312,005+OFLU,428,570,153273,9728,0
313,HUMMER+012,467,518,848898827,3345,0
314,%C3%87AR%C5%9EI,417,570,43994,9608,0
315,KARAPARS05,429,551,5420960,7143,0
316,Hastas%C4%B1y%C4%B1zzzzzz+dede,418,562,5565753,9817,0
317,017,419,542,1837768,10292,0
318,K54-007,420,553,5385555,9379,0
319,Ultraydn1,417,553,5527044,9962,0
320,Ihanet%C4%B1n+bedeli+3,415,561,5565753,9964,0
321,%2A%2A%C3%87%C4%B1lg%C4%B1n+T%C3%9CRKLER%2A%2A,502,473,848898421,10209,0
322,A06,427,581,5447799,9485,0
323,%2A%2A008%2A%2A,420,555,5570297,9030,0
324,Kulaks%C4%B1z,550,551,5554300,3093,0
325,007-AA,425,572,4835945,9072,0
326,024,422,559,5570297,10283,0
327,01-57.Alay,425,545,5538037,10216,0
328,019+-+Santo,574,507,1661388,9795,0
329,xox,422,547,2250,10471,0
330,STALKERFRONT%C4%B0ER07,498,471,5328608,6181,0
331,019,495,461,5065375,9078,0
332,CurcuRax,497,467,4877465,8429,0
333,069,412,559,5395838,10471,0
334,0044,415,564,1666504,10452,0
335,0006,508,471,4974309,7105,0
336,022+-+Medellin+Cartel,426,571,1843728,8650,0
337,VAD%C4%B0+3,435,561,5044905,9695,0
338,C+0026,434,554,5196506,4513,0
339,SEFERO%C4%9EULLARI8,432,566,5044905,10335,0
340,sessizask,424,558,5006560,10428,0
341,Sana+kes%C4%B1n+gelicem,414,559,5565753,9275,0
342,0019+EnigmaA.dmin,569,498,848893759,7920,0
343,STALKERFRONT%C4%B0ER05,508,470,5328608,8635,0
344,%2A%2A%2AXxxxxxxX%2A%2A%2A,419,558,5570297,10117,0
345,015+-+KATLAMA,421,578,1733078,9949,0
348,YEKTA,422,576,5523445,6244,0
349,C012+Nememurualkolbey,495,479,5056505,10127,0
350,Mokokomomolisi+B,428,424,1818490,10471,0
351,%7C+012+%7C,436,423,5083456,9763,0
352,017+-+Back+to+Black,430,430,4832713,10215,0
354,02.SAS,436,415,5349640,10471,0
355,005,538,508,4941583,8818,0
356,pierre+van+hooijdonk,431,414,1504453,9851,0
357,GAME+OFF+THRONES+06,432,418,5314758,5784,0
358,Mister+Halo,431,427,1398445,10136,0
359,009.deliceri6,440,426,9495,10136,0
361,vayru,438,433,5510426,4495,0
362,Sancak+Beyi+2,578,530,4803402,10117,0
363,004.Mickroop,437,419,9495,10136,0
364,028,501,472,1584817,4496,0
365,D-007,489,468,5561335,4818,0
366,%5B006%5D+SAS,440,423,1708462,8855,0
368,0010%7Cvida,440,422,536825,3426,0
369,Tursucu+Muhittin,488,484,5135906,8959,0
371,%7E084%7E,588,441,1733098,10814,0
372,04+%7C+alvara122,548,499,5465024,8344,0
373,016,475,475,5095254,2707,0
374,016-ALAMUT+KALES%C4%B0,545,510,5330607,10452,0
375,ss0030,523,613,5351715,9836,0
376,Argo,463,458,5433504,6902,0
377,Xxx+011,487,480,1818490,2226,0
379,%5B015%5D,469,475,5558462,10595,0
380,005%7E+Baron,575,490,1598568,10096,0
381,baja173,555,514,1091735,7832,0
383,008,560,509,5279528,9865,0
384,faruk2829,466,468,1623663,10704,0
385,014+%7C+%2ASiyahGiyenAdam%2A,505,577,5389061,8989,0
387,sanall44.KAOSS,552,511,848889877,1567,0
388,007+%7C+%2A+A+V+C+I+%2A,579,483,1716090,9725,0
390,013,550,517,5142048,6042,0
391,%2A%2A28,592,477,5202292,10019,0
393,S%40D%40K%40TS%21Z,553,492,5455160,11106,0
394,008,549,512,1827491,5337,0
395,%7C016%7C+Bi+Kahve+%3F,471,480,5501174,9936,0
396,C001+Setekan,453,473,5056505,10113,0
397,012+Hoshiumi+Kourai,577,482,848893974,7364,0
398,OCAKS%C3%96ND%C3%9CREN,548,498,5318051,7244,0
401,Winter+is+Coming,579,477,5539931,4002,0
402,010,461,488,5548612,3783,0
403,%C3%96merylmz,562,487,5512236,10596,0
404,02-Better+than+nothing,554,487,170393,9782,0
405,034,562,482,5291344,11106,0
406,Syedra07-03,555,526,848885867,7858,0
407,012_Mayrava53+an%C4%B1s%C4%B1na,554,489,1821977,9990,0
408,009+G%C3%BCn%2C+senden+%C4%B1%C5%9F%C4%B1k+alsa+da,558,500,5283520,8283,0
409,MYRMDN+DED%C4%B0K%21,592,432,5254318,9975,0
410,12STALKER,557,520,1117649,10136,0
411,009,550,512,1827491,7117,0
412,014,547,503,5142048,10471,0
413,B_01,549,518,5256373,9655,0
415,W+A+R+D+A+D+D+Y.,558,522,5374429,11526,0
416,stalker+0026,565,521,5140118,9984,0
417,M+007,490,478,5302568,5660,0
418,%7C+C%2A+%7C,450,562,149202,7496,0
419,UmHuR+k%C3%B6y%C3%BC,443,549,5420960,11520,0
420,Barbar+k%C3%B6y%C3%BC,472,473,5562025,197,0
422,021,431,543,5346300,4837,0
423,004+OFLU,435,563,153273,9140,0
424,1imiZ,447,559,1585895,5808,0
425,Amasya+2,431,549,848900244,7724,0
426,033_TeK%C3%87aM,572,458,5456108,8611,0
427,Merterpreter,443,566,5482561,10338,0
428,K45+UST+002,523,455,5529216,8719,0
429,G02,442,569,5508037,8839,0
430,Mr.GreenDuck_002,558,563,5344839,6940,0
431,026,436,550,1837768,10623,0
432,C01,455,579,5508037,8086,0
433,0+-+Kampfpanzer+50+t,440,568,848901088,9318,0
434,Riqhte0us,511,563,4918164,10535,0
435,x007+-,507,588,5555642,9811,0
436,015+RAHAT,516,542,5541609,9731,0
437,15-+Clazomenae,436,559,4925698,8780,0
438,006,434,543,5342398,8275,0
439,005+kasaphaydar,438,536,5511354,3541,0
440,029,435,551,1837768,10136,0
441,%5B005%5D+I.+Mehmed,437,552,848893814,8354,0
442,025,430,550,1837768,11283,0
443,006+%7C+polkoruz,526,564,5389061,10276,0
444,006,524,569,5211449,9633,0
445,yyy,535,572,1713283,1566,0
446,Dogmasis,510,564,4918164,10471,0
447,ZKRAL+OS%C4%B0,447,557,5530340,10471,0
449,011,533,554,5408277,6245,0
450,019,512,544,1713368,8096,0
451,S+T+A+L+K+E+R,505,486,1199680,10471,0
452,Muhabbet,447,549,5538037,7383,0
453,0053,441,547,1666504,10266,0
454,%5B024%5D+Sarakusta,483,471,848901401,6662,0
455,%7C+C%2A+%7C,444,559,1364671,9233,0
456,06.UN%C4%B0CORN,506,539,27144,8236,0
457,ADANA,513,554,5449855,6445,0
458,G%C4%B0ZL%C4%B0+DEPO+10+DEPO+1859+HAM+YOK,519,560,1614770,429,0
459,R+-+J%C3%B6we,446,574,848901088,9935,0
460,034,444,537,1503134,10471,0
461,K%C3%B6y+001,533,531,5554982,10454,0
462,Yarg%C4%B1+Mode+ON,447,544,5538037,9220,0
463,027,439,558,5242783,12130,0
464,VAD%C4%B0+2,435,562,5044905,7104,0
465,amesia,436,545,5342398,10471,0
467,%5B009%5D+Yavuz+Sultan+Selim,438,551,848893814,8641,0
469,%5B008%5D+ll.+Bayezid,438,552,848893814,8101,0
470,Kankoksun,510,598,4918164,10471,0
471,LOS+G.,434,544,5342398,6307,0
472,02STALKER,554,497,5363254,9515,0
473,005+Neuville,515,550,1713368,10452,0
474,005+Kuchiki+Byakuya,438,556,4982051,9795,0
475,0064,438,565,1666504,9561,0
476,003+Hitsugaya+Toshiro,442,551,4982051,3050,0
477,005,440,544,5342398,9078,0
478,003+OFLU,434,563,153273,9113,0
479,002-ALPTU%C4%9E,521,549,5426329,10338,0
480,011,543,438,4981167,5326,0
481,016+%7C+Dudaayev,525,558,5100941,5931,0
482,011+UzumakiNaruto,512,557,832941,10176,0
484,Ruling.seg,429,540,5342398,10471,0
485,039,442,554,1503134,7108,0
486,04----------,438,534,1364671,9806,0
487,Jake+Peralta,441,557,1364671,7787,0
488,VisualCode,441,560,5482561,9715,0
489,14-+Chios,436,558,4925698,11526,0
490,%5B005%5D,431,552,5420960,10037,0
491,SEFER%C4%B0STAN,435,558,5044905,9286,0
492,C+0021,432,554,5196506,9631,0
494,007,438,550,5342398,10298,0
496,%C4%B0K%C4%B0+KARAKTER%C4%B0+VAR,432,571,5312338,7127,0
497,001-KinG,479,398,1750356,10287,0
498,224,481,471,5358331,8644,0
499,223,480,471,5358331,9832,0
500,Gisaengchung,479,473,5249244,10059,0
501,%7C+%2A+%7C+007+%7C+%C3%96t%C3%BCken,469,474,5501153,10471,0
502,003+ultrAs,474,402,5394954,10471,0
503,007+BayyZzz,483,402,1492303,9454,0
504,Gel+BABAYA,491,398,824372,12130,0
505,MikuTR+k%C3%B6y%C3%BC,494,408,5512613,6351,0
506,002,482,401,1628553,10228,0
507,HayatBayat,489,408,824372,8175,0
508,012+merlian%2A%2A%2A%2A%2A,482,398,5242154,8624,0
509,009+%23,482,405,5543784,9147,0
510,27.,482,403,1380461,8815,0
511,004+%C4%B0mea,514,551,1713368,10452,0
512,%7C019%7C+%28R.%C4%B0.P%29+Huysuz+krali%C3%A7e,486,396,1625811,10411,0
513,009+-+Delta+-+Jumper,471,468,5480361,5955,0
514,011+-+Delta+-+Juggernaut,470,469,5480361,1021,0
515,015+yazeda,454,562,848891314,6368,0
516,D-5+Red+Hair+Shanks,486,465,5423316,8308,0
517,035+-,491,389,5466196,7659,0
518,007+%23,483,400,5543784,10153,0
519,ll61ll+Zivzika+009,480,520,5444307,3503,0
520,%C3%87ar%C5%9Famba+Pazar%C4%B1,493,412,1584143,5794,0
521,027.Transfer,591,515,1249800,8410,0
522,024,466,593,5495006,8267,0
523,0012+TRAKYA+SER%C4%B0S%C4%B0+Y%C3%96RESEL,480,600,1838396,9740,0
524,S003,469,603,5278052,9148,0
525,Zarog61,469,585,848893271,9754,0
526,016,468,600,5495006,9520,0
528,2021,481,592,848893271,9976,0
529,R4gn4r+An%C4%B1t%C4%B1,464,605,5555642,10466,0
530,008-Selocity,454,596,5540750,10244,0
531,Konfory,538,496,92059,9074,0
532,014,457,599,750551,8660,0
533,3-baskann63,449,598,5557185,7896,0
534,025,469,593,750551,10353,0
535,EXIT+a+inan+adam%C4%B1m,477,595,5334738,10104,0
536,Funda+Funda+Bismillah%21,464,592,5274708,5068,0
537,%7C023%7C+Batistuta,518,427,5501174,9546,0
538,Yendirey+006,480,591,5444653,10198,0
539,-YUNUSEMRE-,463,599,4831823,9747,0
540,S002,476,611,5278052,10612,0
541,015+Kale,468,607,5179501,10136,0
542,C+004+-SGA-,476,607,5529358,12130,0
543,09-+GM,479,590,5446155,10471,0
544,05+Myroan+x,548,548,6451,9499,0
545,020,466,605,5495006,7836,0
546,DeNiZ_02,465,602,4831823,9014,0
547,KORCAN+A%C4%B0LE+%C3%87AY+BAH%C3%87ES%C4%B0,451,600,5566129,10277,0
548,018,459,601,5540750,8888,0
549,019,466,606,5495006,12130,0
550,019_K%C4%B1zlar+Naber+%3A%29,460,602,5179501,8955,0
551,021,472,595,750551,9786,0
553,%5B011%5D-Napoleon,477,601,5337724,8335,0
554,%5B24%5DMotive+Eren,470,601,5179522,9997,0
555,08Geminbelili,465,604,5540969,7657,0
557,022,468,605,5495006,9970,0
558,0003,472,598,1065326,10471,0
559,DeNiZ,465,603,4831823,10947,0
560,024,469,601,750551,10091,0
561,mi%C4%9Ffer2,475,600,5555642,10451,0
562,002,438,492,5283117,9132,0
563,3+ALTIN+KURAL,474,601,5436979,9640,0
564,0072,463,597,1666504,10341,0
565,11cumape,460,603,5540969,11106,0
566,Pulp+Fiction,515,443,5249244,4644,0
567,L.1.,462,599,5275749,9827,0
568,013_+%C3%96lsem+Yeridir,559,488,1821977,7653,0
569,%5B16%5DSabah+Bek%C3%A7isi+Eren,470,600,5179522,9101,0
570,009,446,599,750551,10302,0
572,01-XXBBCC,446,601,5428380,5913,0
573,%5B09%5DSadakatsiz+Eren,451,606,5179522,10000,0
574,015+-+LOFA,457,596,750551,10000,0
575,007%2A,505,522,5060174,9747,0
576,%5B02%5D+Patlam%C4%B1%C5%9FM%C4%B1s%C4%B1r,449,601,1709506,10027,0
577,F002+Minas+Ithil,488,391,1700238,10179,0
578,0003%3D%29EFEBRU,503,398,5483296,7942,0
579,015+%2A+Contra+%C3%B6l%C3%BC,484,394,5201358,7597,0
580,burgaz45,526,552,5021690,10249,0
581,012,488,394,5095254,10497,0
582,E-005,496,391,5561335,9696,0
583,012+Charlotte,396,468,5347854,459,0
585,002,523,496,5481248,10471,0
586,%7C025%7C+CpTR%2A,529,503,5507048,8964,0
587,B+U+L+U+T+28,499,387,13065,12130,0
588,023.Freaky+hat%C4%B1ras%C4%B1+devam+ke+%3A%29,495,399,5534924,9632,0
589,003,537,506,4941583,10455,0
590,11-+Bir+%C4%B0htimal+Daha+Var,502,392,5547091,7742,0
591,%23%23%23%23%23%23,497,391,5543784,11800,0
592,026-KinG,497,403,1750356,11930,0
593,Amy+%2A+Tony+Tony+Chopper,491,402,5474037,9567,0
594,016-KinG,481,399,1750356,8630,0
595,SAYGI,489,389,1304853,10074,0
596,006,513,402,5180203,9995,0
597,MS-13,483,389,1627984,11654,0
598,CIVATACI,505,390,1762178,5232,0
599,B+U+L+U+T+19,502,394,13065,11813,0
601,003.YALNIZBARON,501,395,5534924,8401,0
